datetime,open,high,low,close,volume
2023-01-04 00:00:00,16668.95,16672.39,16657.38,16662.45,105.27977733
2023-01-04 00:15:00,16662.39,16670.19,16657.57,16669.3,117.24073583
2023-01-04 00:30:00,16668.44,16670.64,16650.14,16652.6,113.1471279
2023-01-04 00:45:00,16652.87,16656.93,16645.87,16654.53,74.20082117
2023-01-04 01:00:00,16654.04,16714.96,16650.76,16691.51,282.07726431
2023-01-04 01:15:00,16691.45,16726.94,16684.55,16706.23,360.88302505
2023-01-04 01:30:00,16705.2,16721.07,16688.79,16695.57,186.44413568
2023-01-04 01:45:00,16696.43,16704.46,16686.4,16696.16,159.62327639
2023-01-04 02:00:00,16696.11,16719.74,16695.52,16707.52,198.8281547
2023-01-04 02:15:00,16707.52,16716.63,16703.56,16713.06,104.11723749
2023-01-04 02:30:00,16712.46,16749.99,16711.67,16734.5,298.08963461
2023-01-04 02:45:00,16734.51,16741.99,16723.17,16730.39,216.14329991
2023-01-04 03:00:00,16730.38,16837.25,16730.13,16829.45,1087.88155717
2023-01-04 03:15:00,16828.66,16841.9,16788.76,16797.14,382.96003221
2023-01-04 03:30:00,16797.67,16826.41,16796.49,16807.91,225.38257013
2023-01-04 03:45:00,16808.36,16869.4,16805.59,16856.84,355.01713768
2023-01-04 04:00:00,16855.37,16911.43,16848.26,16854.21,509.75582387
2023-01-04 04:15:00,16854.2,16874.11,16844.01,16844.05,253.70180231
2023-01-04 04:30:00,16844.06,16871.78,16844.05,16866.03,197.52574226
2023-01-04 04:45:00,16864.95,16874.32,16853.67,16855.99,154.51559726
2023-01-04 05:00:00,16855.9,16860.28,16834.92,16838.49,118.77711364
2023-01-04 05:15:00,16838.67,16852.16,16837.19,16845.63,88.7618775
2023-01-04 05:30:00,16845.69,16848.62,16835.29,16836.15,78.03271535
2023-01-04 05:45:00,16836.15,16854.18,16835.26,16852.22,76.00283218
2023-01-04 06:00:00,16852.32,16858.16,16844.24,16846.4,101.87323915
2023-01-04 06:15:00,16844.95,16860.0,16844.69,16855.5,140.12004107
2023-01-04 06:30:00,16855.51,16858.13,16844.31,16851.8,105.36495585
2023-01-04 06:45:00,16851.8,16872.53,16850.66,16872.53,130.04517922
2023-01-04 07:00:00,16871.42,16883.91,16843.07,16865.57,194.13064637
2023-01-04 07:15:00,16865.57,16868.45,16847.33,16851.73,111.72035384
2023-01-04 07:30:00,16851.11,16871.72,16846.11,16870.39,126.39026646
2023-01-04 07:45:00,16870.06,16874.12,16850.95,16864.83,128.35356076
2023-01-04 08:00:00,16863.96,16885.66,16861.66,16874.29,185.21789956
2023-01-04 08:15:00,16876.04,16916.87,16834.05,16844.24,401.73073178
2023-01-04 08:30:00,16843.99,16863.98,16827.58,16847.88,219.44566739
2023-01-04 08:45:00,16848.63,16869.83,16846.82,16858.9,153.46484727
2023-01-04 09:00:00,16858.9,16862.89,16847.76,16852.88,126.80284644
2023-01-04 09:15:00,16851.83,16858.79,16843.71,16849.89,98.89891565
2023-01-04 09:30:00,16849.82,16855.01,16843.18,16854.96,102.90332968
2023-01-04 09:45:00,16854.43,16858.11,16826.88,16841.03,244.33228197
2023-01-04 10:00:00,16840.01,16841.22,16829.25,16832.09,88.4326058
2023-01-04 10:15:00,16832.13,16841.31,16830.63,16839.99,86.23261371
2023-01-04 10:30:00,16839.85,16841.66,16827.65,16828.88,157.22383445
2023-01-04 10:45:00,16828.89,16843.37,16828.11,16839.35,72.80186848
2023-01-04 11:00:00,16839.9,16847.36,16833.71,16846.73,76.07994799
2023-01-04 11:15:00,16846.14,16851.19,16839.77,16842.78,119.62890127
2023-01-04 11:30:00,16842.79,16849.49,16841.22,16842.99,76.19878066
2023-01-04 11:45:00,16842.9,16843.51,16827.87,16829.32,174.31606589
2023-01-04 12:00:00,16828.53,16839.99,16818.14,16834.84,152.82134415
2023-01-04 12:15:00,16834.76,16838.17,16819.8,16833.69,116.23437288
2023-01-04 12:30:00,16834.33,16841.17,16806.12,16821.0,164.4532224
2023-01-04 12:45:00,16820.53,16823.13,16799.44,16805.31,222.13801134
2023-01-04 13:00:00,16805.51,16821.63,16802.27,16813.9,108.97050646
2023-01-04 13:15:00,16813.89,16830.91,16812.77,16819.91,175.21078132
2023-01-04 13:30:00,16819.91,16823.67,16815.84,16817.08,109.18171735
2023-01-04 13:45:00,16817.7,16823.45,16815.89,16822.15,110.40703999
2023-01-04 14:00:00,16822.09,16823.59,16796.64,16799.49,191.88542134
2023-01-04 14:15:00,16798.11,16816.0,16795.47,16810.49,145.97168832
2023-01-04 14:30:00,16810.53,16856.2,16789.67,16831.97,477.98804834
